"Data Source type name","Customer Sale Type","Product Type","Shopify Campaign","Data Origin Identifier","Data Source description","Data Source definition label","Data Source id","Data Source name","Campaign","Media type","Paid / Organic","Traffic source","Currency","Funnel Workspace id","Funnel Workspace name","Date","Billing City","Billing Country","Billing Province","Billing Zip Code","Customer Created At","Customer ID","Customer Order Index","Customer Tags","First Visit Campaign","First Visit Content","First Visit Medium","First Visit Referrer URL","First Visit Source","First Visit Source from UTM","First Visit Term","Fully Paid","Last Visit Campaign","Last Visit Content","Last Visit Medium","Last Visit Referrer URL","Last Visit Source","Last Visit Source from UTM","Last Visit Term","Line Item ID","Line Item Name","Order Action Type","Order App Name","Order Created At","Order Discount Code","Order ID","Order Location Name","Order Name","Order Tags","Order Updated At","Product ID","Product Tags","Product Title","Product Vendor","Sale Action Type","Sale ID","Sale Line Type","Sales Channel","Shipping City","Shipping Country","Shipping Province","Shipping Zip Code","Shopify Medium","Shopify Traffic Source","SKU","Transaction Timestamp","Variant ID","Variant Title","Orders","Total Sales (GBP)","Row Count","Clicks","Cost (GBP)","CPC (GBP)","CPM (GBP)","CTR","Impressions","Duties (GBP)","Tips (GBP)","Discounts (GBP)","Gross Sales (GBP)","Line Item Original Unit Price (GBP)","Net Sales (GBP)","Returns (GBP)","Sales Quantity","Shipping (GBP)","Taxes (GBP)","Total Amount Including Taxes (GBP)","Total Discount Amount Excluding Taxes (GBP)","Total Discount Amount Including Taxes (GBP)","Total Tax Amount (GBP)"
"Shopify","First-time",,,"shopify:gid://shopify/Shop/44753682600","Shopify: Bodyform™ - 881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Sales Transaction","881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Bodyform™","","Unknown","Paid","Other","GBP","-NcNKWSmX0z9Fm9v6Yyk","cg_poc_01","2022-01-01","Coventry","United Kingdom","England","CV3 6RD","2022-01-01 23:40:35","5878658236584","1","",,,,"https://www.google.co.uk","Google",,,"True",,,,,,,,"11025252384936","Hipster - XL / Burgundy","ORDER","Online Store","2022-01-01 23:41:04",,"4357991858344",,"UK#6318","PayPal, SYKES - Shipped","2022-01-03 19:17:36",,,,"IntimawearUK","ORDER","13799966113960","PRODUCT","Online Store","Coventry","United Kingdom","England","CV3 6RD",,"Google","7268700","2022-01-01 23:41:01",,,1,59.98,1,,,,,,,0,0,12.49,62.47,24.99,49.98,0,3,0,10,59.98,12.49,14.99,10
"Shopify","First-time",,,"shopify:gid://shopify/Shop/44753682600","Shopify: Bodyform™ - 881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Sales Transaction","881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Bodyform™","","Unknown","Paid","Other","GBP","-NcNKWSmX0z9Fm9v6Yyk","cg_poc_01","2022-01-01","Coventry","United Kingdom","England","CV3 6RD","2022-01-01 23:40:35","5878658236584","1","",,,,"https://www.google.co.uk","Google",,,"True",,,,,,,,,,"ORDER","Online Store","2022-01-01 23:41:04",,"4357991858344",,"UK#6318","PayPal, SYKES - Shipped","2022-01-03 19:17:36",,,,,"ORDER","13799966146728","SHIPPING","Online Store","Coventry","United Kingdom","England","CV3 6RD",,"Google",,"2022-01-01 23:41:01",,,0,0,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shopify","Returning",,,"shopify:gid://shopify/Shop/44753682600","Shopify: Bodyform™ - 881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Sales Transaction","881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Bodyform™","","Unknown","Paid","Other","GBP","-NcNKWSmX0z9Fm9v6Yyk","cg_poc_01","2022-01-01","Sheffield","United Kingdom","England","S11 8UH","2021-11-28 19:56:15","5820655993000","2","2 Purchases",,,,,"direct",,,"True",,,,,,,,"11024383574184","Hipster - M / Black","ORDER","Online Store","2022-01-01 12:42:04",,"4357508202664",,"UK#6317","SYKES - Shipped","2022-01-03 19:17:31",,,,"IntimawearUK","ORDER","13798644777128","PRODUCT","Online Store","Sheffield","United Kingdom","England","S11 8UH","Direct","direct","7268100","2022-01-01 12:42:03",,,1,24.99,1,,,,,,,0,0,0,20.82,24.99,20.82,0,1,0,4.17,24.99,0,0,4.17
"Shopify","Returning",,,"shopify:gid://shopify/Shop/44753682600","Shopify: Bodyform™ - 881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Sales Transaction","881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Bodyform™","","Unknown","Paid","Other","GBP","-NcNKWSmX0z9Fm9v6Yyk","cg_poc_01","2022-01-01","Sheffield","United Kingdom","England","S11 8UH","2021-11-28 19:56:15","5820655993000","2","2 Purchases",,,,,"direct",,,"True",,,,,,,,,,"ORDER","Online Store","2022-01-01 12:42:04",,"4357508202664",,"UK#6317","SYKES - Shipped","2022-01-03 19:17:31",,,,,"ORDER","13798644809896","SHIPPING","Online Store","Sheffield","United Kingdom","England","S11 8UH","Direct","direct",,"2022-01-01 12:42:03",,,0,0,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shopify","First-time","Period Pants",,"shopify:gid://shopify/Shop/44753682600","Shopify: Bodyform™ - 881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Sales Transaction","881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Bodyform™","","Unknown","Paid","Other","GBP","-NcNKWSmX0z9Fm9v6Yyk","cg_poc_01","2022-01-03","Abergele","United Kingdom","Wales","LL22 9PA","2022-01-03 21:38:30","5880782356648","1","",,,,"https://www.google.com/","Google",,,"True",,,,,,,,"11028773142696","Bikini - L / Black","ORDER","Online Store","2022-01-03 21:38:59",,"4359964524712",,"UK#6322","SYKES - Shipped","2022-01-04 19:15:08","5592255168680","abs:moderate, bikini, online, periodpant","Bikini Basic Moderate","intimawear by Bodyform™","ORDER","13805337936040","PRODUCT","Online Store","Abergele","United Kingdom","Wales","LL22 9PA",,"Google","7267300","2022-01-03 21:38:58","35643095253160","Black / L",1,24.99,1,,,,,,,0,0,0,20.82,24.99,20.82,0,1,0,4.17,24.99,0,0,4.17
"Shopify","First-time",,,"shopify:gid://shopify/Shop/44753682600","Shopify: Bodyform™ - 881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Sales Transaction","881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Bodyform™","","Unknown","Paid","Other","GBP","-NcNKWSmX0z9Fm9v6Yyk","cg_poc_01","2022-01-03","Abergele","United Kingdom","Wales","LL22 9PA","2022-01-03 21:38:30","5880782356648","1","",,,,"https://www.google.com/","Google",,,"True",,,,,,,,,,"ORDER","Online Store","2022-01-03 21:38:59",,"4359964524712",,"UK#6322","SYKES - Shipped","2022-01-04 19:15:08",,,,,"ORDER","13805337968808","SHIPPING","Online Store","Abergele","United Kingdom","Wales","LL22 9PA",,"Google",,"2022-01-03 21:38:58",,,0,0,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shopify","First-time",,"UK_Bodyform_Affiliate_FC-All_FC-Underwear_Initial-Purchase_D2C-Purchase_Q3_2020-06_2020-12_Zenith_00000","shopify:gid://shopify/Shop/44753682600","Shopify: Bodyform™ - 881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Sales Transaction","881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Bodyform™","UK_Bodyform_Affiliate_FC-All_FC-Underwear_Initial-Purchase_D2C-Purchase_Q3_2020-06_2020-12_Zenith...","Unknown","Paid","Other","GBP","-NcNKWSmX0z9Fm9v6Yyk","cg_poc_01","2022-01-03","Glenfarg","United Kingdom","Scotland","PH2 9PE","2021-06-21 19:27:45","5349780717736","1","","UK_Bodyform_Affiliate_FC-All_FC-Underwear_Initial-Purchase_D2C-Purchase_Q3_2020-06_2020-12_Zenith_00000",,"affiliate","https://vouchers-uk.co.uk/","https://vouchers-uk.co.uk/","cj",,"True",,,,,,,,"11027770966184","Hipster - M / Black","ORDER","Online Store","2022-01-03 11:02:36","WELCOME10","4359415955624",,"UK#6321","PayPal, SYKES - Shipped","2022-01-03 19:17:51",,,,"IntimawearUK","ORDER","13803825037480","PRODUCT","Online Store","Glenfarg","United Kingdom","Scotland","PH2 9PE","affiliate","cj","7268100","2022-01-03 11:02:34",,,1,53.99,1,,,,,,,0,0,17.48,62.47,24.99,44.99,0,3,0,9,53.99,17.48,20.98,9
"Shopify","First-time",,"UK_Bodyform_Affiliate_FC-All_FC-Underwear_Initial-Purchase_D2C-Purchase_Q3_2020-06_2020-12_Zenith_00000","shopify:gid://shopify/Shop/44753682600","Shopify: Bodyform™ - 881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Sales Transaction","881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Bodyform™","UK_Bodyform_Affiliate_FC-All_FC-Underwear_Initial-Purchase_D2C-Purchase_Q3_2020-06_2020-12_Zenith...","Unknown","Paid","Other","GBP","-NcNKWSmX0z9Fm9v6Yyk","cg_poc_01","2022-01-03","Glenfarg","United Kingdom","Scotland","PH2 9PE","2021-06-21 19:27:45","5349780717736","1","","UK_Bodyform_Affiliate_FC-All_FC-Underwear_Initial-Purchase_D2C-Purchase_Q3_2020-06_2020-12_Zenith_00000",,"affiliate","https://vouchers-uk.co.uk/","https://vouchers-uk.co.uk/","cj",,"True",,,,,,,,,,"ORDER","Online Store","2022-01-03 11:02:36","WELCOME10","4359415955624",,"UK#6321","PayPal, SYKES - Shipped","2022-01-03 19:17:51",,,,,"ORDER","13803825070248","SHIPPING","Online Store","Glenfarg","United Kingdom","Scotland","PH2 9PE","affiliate","cj",,"2022-01-03 11:02:34",,,0,0,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shopify","First-time","Period Pants",,"shopify:gid://shopify/Shop/44753682600","Shopify: Bodyform™ - 881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Sales Transaction","881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Bodyform™","","Unknown","Paid","Other","GBP","-NcNKWSmX0z9Fm9v6Yyk","cg_poc_01","2022-01-03","Ilkeston","United Kingdom","England","DE7 6AH","2022-01-02 22:03:19","5879615553704","1","Inbox online store chat",,,,"https://www.google.com/","Google",,,"True",,,,,,,,"11028773404840","Bikini - L / Burgundy","ORDER","Online Store","2022-01-03 21:39:16","WELCOME10","4359964688552",,"UK#6323","SYKES - Shipped","2022-01-04 19:15:14","5592255168680","abs:moderate, bikini, online, periodpant","Bikini Basic Moderate","intimawear by Bodyform™","ORDER","13805338263720","PRODUCT","Online Store","Ilkeston","United Kingdom","England","DE7 6AH",,"Google","7267700","2022-01-03 21:39:14","35643095285928","Burgundy / L",1,22.5,1,,,,,,,0,0,2.069999,20.819999,24.99,18.75,0,1,0,3.75,22.5,2.069999,2.49,3.75
"Shopify","First-time",,,"shopify:gid://shopify/Shop/44753682600","Shopify: Bodyform™ - 881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Sales Transaction","881e7e57-a5d9-40e4-a8e3-081b0b0311a3","Bodyform™","","Unknown","Paid","Other","GBP","-NcNKWSmX0z9Fm9v6Yyk","cg_poc_01","2022-01-03","Ilkeston","United Kingdom","England","DE7 6AH","2022-01-02 22:03:19","5879615553704","1","Inbox online store chat",,,,"https://www.google.com/","Google",,,"True",,,,,,,,,,"ORDER","Online Store","2022-01-03 21:39:16","WELCOME10","4359964688552",,"UK#6323","SYKES - Shipped","2022-01-04 19:15:14",,,,,"ORDER","13805338296488","SHIPPING","Online Store","Ilkeston","United Kingdom","England","DE7 6AH",,"Google",,"2022-01-03 21:39:14",,,0,0,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
